X,Y,FID,LabelName,OpsName,Type,StreetNum,RoadName,RoadType,RoadSuffix,CampusCode,LGAName,LocalityNa,Postcode,VicgovRegi,State,ServiceNam
145.216202000008224,-37.977330191233627,41,The Digestive Health Centre,THE DIGESTIVE HEALTH CENTRE,PRIVATE,90,DAVID,STREET, ,7780,GREATER DANDENONG, ,3175,SMR,VIC, 
145.165180960227048,-37.884642399096556,42,The Glen Endoscopy Centre,THE GLEN ENDOSCOPY CENTRE,PRIVATE,302,SPRINGVALE,ROAD, ,8340,MONASH, ,3150,EMR,VIC, 
145.028282439981012,-37.863968838771761,43,Toorak - Malvern Day Surgery Centre,TOORAK - MALVERN DAY SURGERY,PRIVATE,30-32,GLENFERRIE,ROAD, ,7680,STONNINGTON, ,3144,SMR,VIC, 
145.0080000015449,-37.841400000121602,44,Toorak Cosmetic Surgery Day Centre,TOORAK COSMETIC SURGERY,PRIVATE,109,MATHOURA,ROAD, ,6270,STONNINGTON, ,3142,SMR,VIC, 
145.055500000451445,-37.832499998788364,45,Vision Day Surgery Camberwell,VISION DAY SURGERY CAMBERWELL,PRIVATE,25-27,DENMARK HILL,ROAD, ,7750,BOROONDARA, ,3123,EMR,VIC, 
145.119551352371019,-37.817692631460659,46,Vision Day Surgery Eastern,VISION DAY SURGERY EASTERN,PRIVATE,852,WHITEHORSE,ROAD, ,7040,WHITEHORSE, ,3128,EMR,VIC, 
144.980300002162977,-37.850599999262307,47,Vision Laser St Kilda Road,VISION LASER ST KILDA ROAD,PRIVATE,600-602,ST KILDA,ROAD, ,7010,PORT PHILLIP, ,3004,SMR,VIC, 
145.146617948538477,-37.880349914491873,48,Waverley Endoscopy,WAVERLEY ENDOSCOPY,PRIVATE,301,BLACKBURN,ROAD, ,7880,MONASH, ,3149,EMR,VIC, 
144.679748207987387,-37.877485479374997,49,Westpoint Endoscopy Day Hospital,WESTPOINT ENDOSCOPY HOSPITAL,PRIVATE,243,HEATHS,ROAD, ,7540,WYNDHAM, ,3030,NWMR,VIC, 
144.816262759686424,-37.76103060719381,50,Sunshine Private Day Surgery,WESTERN DAY SURGERY,PRIVATE,145,FURLONG,ROAD, ,8870,BRIMBANK, ,3021,NWMR,VIC, 
144.885387208411572,-37.791980644399928,51,Western Gastroenterology Services,WESTERN GASTROENTEROLOGY,PRIVATE,30,ELEANOR,STREET, ,8210,MARIBYRNONG, ,3011,NWMR,VIC, 
144.749600001081461,-37.579799997334774,52,Goonawarra Day Hospital,GOONAWARRA DAY HOSPITAL,PRIVATE,11,DORNOCH,DRIVE, ,7250,HUME, ,3429,NWMR,VIC, 
144.983699999844049,-37.825100000314087,53,Imaging@Olympic Park,OLYMPIC PARK IMAGING,PRIVATE,60,OLYMPIC,BOULEVARD, ,8260,MELBOURNE, ,3004,NWMR,VIC, 
144.758625808484481,-37.693350727082091,54,Sydenham Day Surgery,HOBSONS BAY ENDO - SYDENHAM,PRIVATE,566,MELTON,HIGHWAY, ,8290,BRIMBANK, ,3037,NWMR,VIC, 
144.998063928221285,-37.856085335166036,55,Windsor Private Hospital,WINDSOR PRIVATE HOSPITAL,PRIVATE,20-22,THE AVENUE, , ,8840,STONNINGTON, ,3181,SMR,VIC, 
145.049616495846152,-38.225434167012679,56,Beleura Private Hospital,BELEURA PRIVATE HOSPITAL,PRIVATE,925,NEPEAN,HIGHWAY, ,6500,MORNINGTON PENINSULA, ,3931,SMR,VIC, 
145.155272552031789,-37.832849159213914,57,Bellbird Private Hospital,BELLBIRD PRIVATE HOSPITAL,PRIVATE,198,CANTERBURY,ROAD, ,6650,WHITEHORSE, ,3130,EMR,VIC, 
144.971707312356614,-37.756481975007866,58,Brunswick Private Hospital,BRUNSWICK PRIVATE HOSPITAL,PRIVATE,82,MORELAND,ROAD, ,6220,MORELAND, ,3056,NWMR,VIC, 
144.987547927700888,-37.815662047158632,59,Epworth Cliveden,EPWORTH HOSPITAL - CLIVEDEN,PRIVATE,29-37,SIMPSON,STREET, ,6730,MELBOURNE, ,3002,NWMR,VIC, 
145.072836471889104,-37.990622622732651,60,Como Private Hospital,COMO PRIVATE HOSPITAL,PRIVATE,152-156,COMO,PARADE,W,7740,KINGSTON, ,3195,SMR,VIC, 
145.048299998260717,-37.808699997682282,61,Cotham Private Hospital,COTHAM PRIVATE HOSPITAL,PRIVATE,209,COTHAM,ROAD, ,6920,BOROONDARA, ,3101,EMR,VIC, 
145.094200000309257,-37.857299997872026,62,Delmont Private Hospital,DELMONT PRIVATE HOSPITAL,PRIVATE,298-308,WARRIGAL,ROAD, ,8090,BOROONDARA, ,3146,EMR,VIC, 
145.171491480062429,-37.789994046960423,63,Donvale Rehabilitation Hospital,DONVALE REHAB HOSPITAL,PRIVATE,1119-1121,DONCASTER,ROAD, ,7110,MANNINGHAM, ,3109,EMR,VIC, 
144.947400052383841,-37.723229300614364,64,Dorset Rehabilitation Centre,DORSET REHAB CENTRE,PRIVATE,146,DERBY,STREET, ,6810,MORELAND, ,3044,NWMR,VIC, 
144.984099999620668,-37.810699998312636,65,Epworth Freemasons,EPWORTH HOSPITAL - FREEMASONS,PRIVATE,166,CLARENDON,STREET, ,6470,MELBOURNE, ,3002,NWMR,VIC, 
144.992871568467478,-37.817659191330101,66,Epworth Richmond,EPWORTH HOSPITAL - RICHMOND,PRIVATE,89,BRIDGE,ROAD, ,6490,YARRA, ,3121,NWMR,VIC, 
145.002592432461711,-37.913689262863343,67,Epworth Rehabilitation Brighton,EPWORTH REHAB - BRIGHTON,PRIVATE,85-93,WILSON,STREET, ,6830,BAYSIDE, ,3186,SMR,VIC, 
145.054632560492308,-37.845943031373146,68,Epworth Rehabilitation Camberwell,EPWORTH REHAB - CAMBERWELL,PRIVATE,888,TOORAK,ROAD, ,6710,BOROONDARA, ,3124,EMR,VIC, 
144.954762776012501,-37.798958256027824,69,Frances Perry House,FRANCES PERRY HOUSE,PRIVATE,20,FLEMINGTON,ROAD, ,7720,MELBOURNE, ,3052,NWMR,VIC, 
144.364397952034693,-38.151035318673756,70,Geelong Private Hospital,GEELONG PRIVATE HOSPITAL,PRIVATE,56-58,BELLERINE,STREET, ,7960,GREATER GEELONG, ,3220,BSW,VIC, 
145.030915655716854,-37.819345023419842,71,Glenferrie Private Hospital,GLENFERRIE PRIVATE HOSPITAL,PRIVATE,29,HILDA,CRESCENT, ,8800,BOROONDARA, ,3122,EMR,VIC, 
145.120837295925867,-37.920863391290268,72,Jessie McPherson Private Hospital,JESSIE MCPHERSON HOSPITAL,PRIVATE,246,CLAYTON,ROAD, ,8890,MONASH, ,3168,EMR,VIC, 
144.958300002359152,-37.75459999858235,73,John Fawkner Private Hospital,JOHN FAWKNER PRIVATE HOSPITAL,PRIVATE,275,MORELAND,ROAD, ,8550,MORELAND, ,3058,NWMR,VIC, 
145.227695064561544,-37.848903558721986,74,Knox Private Hospital,KNOX PRIVATE HOSPITAL,PRIVATE,262,MOUNTAIN,HIGHWAY, ,6400,KNOX, ,3152,EMR,VIC, 
145.003730001842115,-37.942431174793512,75,Linacre Private Hospital,LINACRE PRIVATE HOSPITAL,PRIVATE,12-16,LINACRE,ROAD, ,6880,BAYSIDE, ,3188,SMR,VIC, 
145.081118091589872,-37.827452431587645,76,Linley Clinic,LINLEY CLINIC,PRIVATE,25,BRYSON,STREET, ,6250,BOROONDARA, ,3126,EMR,VIC, 
145.060800000502411,-37.867099999540393,77,Malvern Private Hospital,MALVERN PRIVATE HOSPITAL,PRIVATE,3-9,WILTON VALE,CRESCENT, ,6420,STONNINGTON, ,3145,SMR,VIC, 
146.418700001758168,-38.215100000773973,78,Maryvale Private Hospital,MARYVALE PRIVATE HOSPITAL,PRIVATE,286,MARYVALE,ROAD, ,7090,LATROBE, ,3840,Gipp,VIC, 
145.003099999918419,-37.869800000359639,79,Masada Private Hospital,MASADA PRIVATE HOSPITAL,PRIVATE,24-48,BALACLAVA,ROAD, ,7910,GLEN EIRA, ,3183,SMR,VIC, 
142.145300001170767,-34.184799997909899,80,Mildura Health Private Hospital,MILDURA PRIVATE HOSPITAL,PRIVATE,220-228,THIRTEENTH,STREET, ,7930,MILDURA, ,3500,LMR,VIC, 
145.194296623751484,-37.810480487363392,81,Mitcham Private Hospital,MITCHAM PRIVATE HOSPITAL,PRIVATE,25-27,DONCASTER EAST,ROAD, ,8440,WHITEHORSE, ,3132,EMR,VIC, 
145.120599999489031,-37.921799997842108,82,Monash Surgical Private Hospital,MONASH SURGICAL HOSPITAL,PRIVATE,252-256,CLAYTON,ROAD, ,6320,MONASH, ,3168,EMR,VIC, 
146.876100003619712,-36.138599998068081,83,Murray Valley Private Hospital,MURRAY VALLEY PRIVATE HOSPITAL,PRIVATE,2/69,NORDSVAN,DRIVE, ,6570,WODONGA, ,3690,HUME,VIC, 
145.031199999218046,-37.763399998704344,84,North Eastern Rehabilitation Centre,NORTH EASTERN REHAB CENTRE,PRIVATE,134-146,FORD,STREET, ,7070,BANYULE, ,3079,NWMR,VIC, 
145.061899997582515,-37.691300000271056,85,Northpark Private Hospital,NORTHPARK PRIVATE HOSPITAL,PRIVATE,10,GREENHILLS,ROAD, ,7390,WHITTLESEA, ,3083,NWMR,VIC, 
145.170108600516329,-38.157807527437868,86,Peninsula Private Hospital,PENINSULA PRIVATE HOSPITAL,PRIVATE,525,MCCLELLAND,DRIVE, ,6790,FRANKSTON, ,3910,SMR,VIC, 
145.243900000746407,-37.811399999357199,87,Ringwood Private Hospital,RINGWOOD PRIVATE HOSPITAL,PRIVATE,36,MT DANDENONG,ROAD, ,7810,MAROONDAH, ,3135,EMR,VIC, 
145.410800002175392,-36.359299997437397,88,Shepparton Private Hospital,SHEPPARTON PRIVATE HOSPITAL,PRIVATE,20,FITZGERALD,STREET, ,7840,GREATER SHEPPARTON, ,3630,HUME,VIC, 
145.121699996759645,-37.918399999436623,89,Sir John Monash Private Hospital,SIR JOHN MONASH HOSPITAL,PRIVATE,212-220,CLAYTON,ROAD, ,6930,MONASH, ,3168,EMR,VIC, 
145.19250000232185,-37.965699999330376,90,South Eastern Private Hospital,SOUTH EASTERN PRIVATE HOSPITAL,PRIVATE,313-329,PRINCES,HIGHWAY, ,7350,GREATER DANDENONG, ,3174,SMR,VIC, 
145.213299996776499,-37.969999998322479,91,St John of God Pinelodge Clinic,ST JOHN OF GOD - PINELODGE,PRIVATE,1480-1486,HEATHERTON,ROAD, ,6780,GREATER DANDENONG, ,3175,SMR,VIC, 
144.98446141581698,-37.811928879090125,92,St Vincent's Private Hospital East Melbourne,ST VINCENTS PRIVATE HOSPITAL - EAST MLB,PRIVATE,159,GREY,STREET, ,6450,MELBOURNE, ,3002,NWMR,VIC, 
144.976038247862448,-37.807854727156887,93,St Vincent's Private Hospital Fitzroy,ST VINCENTS PRIVATE HOSPITAL - FITZROY,PRIVATE,59-61,VICTORIA,PARADE, ,6620,YARRA, ,3065,NWMR,VIC, 
144.972136736018911,-37.834297999195101,94,Albert Road Clinic,ALBERT ROAD CLINIC,PRIVATE,31-33,ALBERT,ROAD, ,6950,PORT PHILLIP, ,3004,SMR,VIC, 
145.041363408095577,-38.222969831007234,95,The Bays Hospital - Mornington,THE BAYS PRIVATE HOSPITAL,PRIVATE,4,VALE,STREET, ,6291,MORNINGTON PENINSULA, ,3931,SMR,VIC, 
144.393200002096933,-38.18199999933487,96,The Geelong Clinic,GEELONG CLINIC,PRIVATE,94-102,TOWNSEND,ROAD, ,6530,GREATER GEELONG, ,3219,BSW,VIC, 
145.044500266531401,-37.716536762759922,97,Hyperbaric Health Wound Centre Bundoora,HYPERBARIC HEALTH BUNDOORA,PRIVATE,920,PLENTY,ROAD, ,7340,DAREBIN, ,3083,NWMR,VIC, 
145.194203391681441,-37.811338295478883,98,Mitcham Private Hospital,MITCHAM PRIVATE HOSPITAL,PRIVATE,36,DONCASTER EAST,ROAD, ,8440,WHITEHORSE, ,3132,EMR,VIC, 
145.007835509978719,-37.746804188517636,99,Panch Day Surgery Centre,PANCH DAY SURGERY CENTRE,PRIVATE,84-90,HOTHAM,STREET, ,8320,DAREBIN, ,3072,NWMR,VIC, 
145.345287775719555,-38.045278982848323,100,Casey Radiation Oncology Centre,CASEY RADIATION ONCOLOGY CENTRE,PRIVATE,2/55,KANGAN,DRIVE, ,8250,CASEY, ,3806,SMR,VIC, 
145.268299997309896,-37.855500000816669,101,The Melbourne Eastern Private Hospital,MELBOURNE EASTERN HOSPITAL,PRIVATE,153-159,SCORESBY,ROAD, ,6970,KNOX, ,3155,EMR,VIC, 
145.21310000112129,-37.938799998903285,102,The Valley Private Hospital,VALLEY PRIVATE HOSPITAL,PRIVATE,535-559,POLICE,ROAD, ,6200,MONASH, ,3170,EMR,VIC, 
144.99719999734549,-37.848099997985109,103,The Victoria Clinic,VICTORIA CLINIC,PRIVATE,320-324,MALVERN,ROAD, ,6230,STONNINGTON, ,3181,SMR,VIC, 
145.162144600309858,-37.898374207011734,104,The Victorian Rehabilitation Centre,VICTORIAN REHAB CENTRE,PRIVATE,499,SPRINGVALE,ROAD, ,7870,MONASH, ,3150,EMR,VIC, 
145.023999996852638,-37.806499997959421,105,St Vincent's Private Hospital Kew,ST VINCENTS PRIVATE HOSPITAL - KEW,PRIVATE,5,STUDLEY,AVENUE, ,6890,BOROONDARA, ,3101,EMR,VIC, 
146.312200002111013,-36.349199998056932,106,Wangaratta Private Hospital,WANGARATTA PRIVATE HOSPITAL,PRIVATE,134-150,TEMPLETON,STREET, ,6750,WANGARATTA, ,3677,HUME,VIC, 
145.060299999836701,-37.755099999346818,107,Warringal Private Hospital,WARRINGAL PRIVATE HOSPITAL,PRIVATE,216,BURGUNDY,STREET, ,6910,BANYULE, ,3084,NWMR,VIC, 
145.14569999967901,-37.884699999146285,108,Waverley Private Hospital,WAVERLEY PRIVATE HOSPITAL,PRIVATE,343-357,BLACKBURN,ROAD, ,6600,MONASH, ,3149,EMR,VIC, 
144.8856430373053,-37.793056930516705,109,Western Private Hospital,WESTERN PRIVATE HOSPITAL,PRIVATE,1-9,MARION,STREET, ,6800,MARIBYRNONG, ,3011,NWMR,VIC, 
145.022854103847664,-37.821309687384399,110,Epworth Hawthorn,EPWORTH HOSPITAL - HAWTHORN,PRIVATE,46-52,BURWOOD,ROAD, ,6720,BOROONDARA, ,3122,EMR,VIC, 
145.007937592426373,-37.906561511410288,111,Mandometer Brighton,MANDOMETER BRIGHTON,PRIVATE,412-414,BAY,STREET, ,6060,BAYSIDE, ,3186,SMR,VIC, 
144.974998440105253,-37.80848966334775,112,Victoria Parade Surgery Centre,VICTORIA PARADE SURGERY,PRIVATE,100,VICTORIA,PARADE, ,8860,MELBOURNE, ,3002,NWMR,VIC, 
145.0366573274747,-37.933052206953896,113,Bayside Endoscopy Day Hospital,BAYSIDE ENDOSCOPY DAY HOSPITAL,PRIVATE,437-441,SOUTH,ROAD, ,6690,GLEN EIRA, ,3204,SMR,VIC, 
145.262957431794405,-37.841896782943103,114,Bayswater Day Procedure and Specialist Centre,BAYSWATER DAY PROCEDURE CENTRE,PRIVATE,664,MOUNTAIN,HIGHWAY, ,8190,KNOX, ,3153,EMR,VIC, 
145.216910223443563,-37.977232782852546,115,Corymbia House Day Hospital,CORYMBIA HOUSE,PRIVATE,92-94,DAVID,STREET, ,7890,GREATER DANDENONG, ,3175,SMR,VIC, 
144.986306672003536,-37.816301430769201,116,East Melbourne Day Procedure Centre,EAST MELBOURNE DAY CENTRE,PRIVATE,114-116,WELLINGTON,PARADE, ,7160,MELBOURNE, ,3002,NWMR,VIC, 
145.133100002595143,-38.154399997810266,117,Frankston Private Hospital,FRANKSTON PRIVATE HOSPITAL,PRIVATE,26,FRANKSTON-FLINDERS,ROAD, ,7900,FRANKSTON, ,3199,SMR,VIC, 
145.062399997842334,-37.794399998470901,118,Kew Endoscopy,KEW ENDOSCOPY CENTRE,PRIVATE,828,HIGH,STREET, ,7020,BOROONDARA, ,3102,EMR,VIC, 
145.007700003585597,-37.86019999818776,119,Marie Stopes International East St Kilda,MARIE STOPES - ST KILDA EAST,PRIVATE,338,DANDENONG,ROAD, ,6430,PORT PHILLIP, ,3183,SMR,VIC, 
145.120200000287753,-37.921399998943443,120,Melbourne Endoscopy Monash Day Procedure Centre,MELBOURNE ENDOSCOPY MONASH,PRIVATE,277-279,CLAYTON,ROAD, ,6310,MONASH, ,3168,EMR,VIC, 
144.971435752248055,-37.814567503023611,121,Melbourne Oral and Facial Surgery,MELBOURNE ORAL FACIAL SURGERY,PRIVATE,63,EXHIBITION,STREET, ,7150,MELBOURNE, ,3000,NWMR,VIC, 
145.105300001919687,-37.868099998176604,122,Skin Cancer Day Surgery,SKIN CANCER DAY SURGERY,PRIVATE,19,CLEVELAND,ROAD, ,6380,MONASH, ,3147,EMR,VIC, 
145.131999999254163,-38.146000001026891,123,"Southern Eye Centre, Day Surgery & Laser Clinic",SOUTHERN EYE CENTRE,PRIVATE,42-44,CRANBOURNE,ROAD, ,8720,FRANKSTON, ,3199,SMR,VIC, 
144.366199999787966,-38.149099997135941,124,Specialist Surgicentre Geelong,SPECIALIST GEELONG,PRIVATE,200,MALOP,STREET, ,8930,GREATER GEELONG, ,3220,BSW,VIC, 
145.288773739774598,-37.808988028437426,125,Marie Stopes International Maroondah,MARIE STOPES - MAROONDAH,PRIVATE,415,DORSET,ROAD, ,7710,MAROONDAH, ,3136,EMR,VIC, 
145.268499999688771,-38.031499999521216,126,The Hampton Park Women's Health Care Centre,HAMPTON PARK WOMENS,PRIVATE,4,WARANA,DRIVE, ,6110,CASEY, ,3976,SMR,VIC, 
144.895099997942765,-37.800500000625178,127,Vision Day Surgery Footscray,VISION DAY SURGERY FOOTSCRAY,PRIVATE,89,PAISLEY,STREET, ,8810,MARIBYRNONG, ,3011,NWMR,VIC, 
144.83383063201245,-37.719665342651915,128,Keilor Private,KEILOR PRIVATE,PRIVATE,12A,KENNEDY,STREET, ,7790,BRIMBANK, ,3036,NWMR,VIC, 
144.991530191608774,-37.911889990709653,129,Cabrini Brighton,CABRINI HOSPITAL - BRIGHTON,PRIVATE,237-243,NEW,STREET, ,6513,BAYSIDE, ,3186,SMR,VIC, 
145.010137296099629,-37.88497070316847,130,Cabrini Hopetoun Rehabilitation,CABRINI REHAB - HOPETOUN,PRIVATE,2-6,HOPETOUN,STREET, ,6514,GLEN EIRA, ,3185,SMR,VIC, 
145.033558712076342,-37.862464495775356,131,Cabrini Malvern,CABRINI HOSPITAL - MALVERN,PRIVATE,183,WATTLETREE,ROAD, ,6511,STONNINGTON, ,3144,SMR,VIC, 
145.008873007463279,-37.854120199204999,132,Cabrini Prahran,CABRINI HOSPITAL - PRAHRAN,PRIVATE,646-646A,HIGH,STREET, ,6512,STONNINGTON, ,3181,SMR,VIC, 
145.009321488162982,-37.885529391080865,133,Cabrini Health Elsternwick Rehabilitation,CABRINI REHAB - ELSTERNWICK,PRIVATE,494-498,GLEN HUNTLY,ROAD, ,6840,GLEN EIRA, ,3185,SMR,VIC, 
145.119557192180736,-37.814553567449124,134,Epworth Eastern,EPWORTH HOSPITAL - EASTERN,PRIVATE,1,ARNOLD,STREET, ,7370,WHITEHORSE, ,3128,EMR,VIC, 
